Group,Region,Shop,Item Name,Dosh,Requirement
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Sugar Saw,5280,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Iron Needle,1440,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Gold Needle,3800,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Iron Frying Pan,1520,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Gold Frying Pan,4000,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Inventor's Flask,3400,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Wisdom Flask,6000,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Toy Camel,7000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Twilight Top,4400,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Desert Top,4200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Chic Maajik Loose Top,6200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Chic Maajik Top,4000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Linen Tunic,3200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Puffy-Sleeved Top,6000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Maharaja Robe,20000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Desert Diva Skirt,2400,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Chic Maajik Skirt,7600,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Banded Skirt,9000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Denim Long Skirt,12000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Chequered Skirt,12000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Loose Trousers,3600,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Chic Maajik Capris,2800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Linen Bottoms,4000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Loose Stripies,4000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Maharaja Bottoms,15000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Cup Cap,5200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Desert Headdress,4800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Jade Turban,3000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Maharaja Turban,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Gold Bangles,3800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Pair of Babouches,3200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Comfy Slippers,4200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Moccasins,6000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,High-Toe Boots,9400,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Maharaja Shoes,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Short Cape,9800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Classy Monocle,10000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Claw Necklace,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fashion Boutique,Savage Necklace,7000,Bliss
Al Maajik,Al Maajik Sandtown,The Watering Hole,Southern Papaya,60,
Al Maajik,Al Maajik Sandtown,The Watering Hole,Barley Juice,600,
Al Maajik,Al Maajik Sandtown,The Watering Hole,Magical Milkshake,1000,
Al Maajik,Al Maajik Sandtown,The Watering Hole,T-Rex Leg,2000,
Al Maajik,Al Maajik Sandtown,The Watering Hole,Corn on the Cob,400,
Al Maajik,Al Maajik Sandtown,The Watering Hole,Monster Roast,2700,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Pine Log,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Sugar Log,100,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Desert Log,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Elder Sugar Log,720,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Pine Beam,240,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Sugar Beam,300,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Desert Beam,450,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Leather String,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Animal Hide,120,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Beast Hide,600,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Monster Hide,900,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Pine Axe,1900,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Sugar Axe,5040,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Pine Saw,1980,
Al Maajik,Al Maajik Sandtown,Al Maajik Woods & Leather,Sugar Saw,5280,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Dandelion Puff,10,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Sunny Puff,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Straw Thread,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Silk Thread,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Flax Thread,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Sheep Fleece,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Goat Fleece,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Golden Sheep Fleece,300,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Black Goat Fleece,300,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Dandelion Cotton,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Sunny Cotton,320,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Woven Straw Fabric,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Silk,320,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Linen,640,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Wool,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Cashmere,640,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Flare Wool,1200,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Black Cashmere,1200,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Wooden Buttons,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Metal Buttons,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Gemstone Buttons,400,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Cute Ribbon,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Fancy Ribbon,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Wonderful Ribbon,1000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,String,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Wonderful String,1000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Iron Needle,1440,
Al Maajik,Al Maajik Sandtown,Al Maajik Buttonhook,Gold Needle,3800,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Plains Iron,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Al Maajik Gold,160,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Minty Ore,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Quality Minty Ore,80,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Sandstone,120,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Iron Ingot,220,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Gold Ingot,480,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Yellow Stone,500,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Blue Stone,1000,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Purple Stone,2000,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Aquamarine,1500,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Ruby,2500,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Amethyst,1500,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Emerald,2800,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Sapphire,3000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Black Onyx,3500,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Iron Pickaxe,1800,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Gold Pickaxe,4800,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Iron Hammer,2100,
Al Maajik,Al Maajik Sandtown,Al Maajik Ores & Metals,Gold Hammer,5520,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Yellow Dining Table,500,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Black Dining Table,500,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Dining Table,6800,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Bloodthirsty Table,10800,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Low Table,6000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Occult Low Table,7800,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Yellow Chair,400,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Black Chair,400,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Chair,5200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Chair of Atonement,6200,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Sofa,6000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Treacherous Sofa,20000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Wardrobe,7200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Other-Worldly Wardrobe,7000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Chest,7000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Darkness-Eating Chest,7000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Cabinet,4800,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Ominous Cabinet,4800,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Yellow Bed,800,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Black Bed,800,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Bed,12000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Nightmare Bed,8000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Curtains,10000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Netherworldly Curtains,20000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Rug,11000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Underworld Rug,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Starry Night Mat,9000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Mat of Darkness,18000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Simple Wall: Yellow,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Simple Wall: Black,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Al Maajikan Wall,8000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Enchanted Wall,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Simple Floor: Yellow,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Simple Floor: Black,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Desert Floor,7000,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Cursed Floor,9000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Cloth Bag,700,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Water Jug,800,
Al Maajik,Al Maajik Sandtown,Al Maajik Furniture Store,Treasure Chest,3000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Iron Dagger,640,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Gold Dagger,3000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Iron Sword,1600,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Gold Sword,5000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Maajik Blade,19000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Iron Claymore,1800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Gold Claymore,5800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Arcana Blade,16000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Pine Bow,1800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Sugar Bow,4800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Flaming Bow,15000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Pine Staff,2500,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Sugar Staff,3500,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Weapons,Star Staff,15000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Shield,2000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Shield,4200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magicbane Shield,10000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Armour,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Armour,3800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magic Armour,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Leg Guards,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Leg Guards,3800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magic Leg Guards,14000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Helm,1000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Helm,3200,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magic Helm,12000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Gauntlets,840,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Gauntlets,1900,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magic Gauntlets,9600,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Iron Boots,840,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Gold Boots,1900,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Magic Boots,9600,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Savage Cap,2800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Savage Armour,3000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Savage Leggings,3000,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Savage Gauntlets,2800,
Al Maajik,Al Maajik Sandtown,Al Maajik Fine Arms Armor,Savage Boots,2800,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Beef,100,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Dino Meat,500,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Monster Meat,500,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Daredevil Aid,2700,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Little Tail,60,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Big Tail,300,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Beast Tail,1200,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Novice's Claymore,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Bronze Claymore,1100,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Iron Claymore,1800,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Silver Claymore,3800,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gold Claymore,5800,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Arcana Blade,16000,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Flamberge,20000,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Slugger's Helm,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Plain Helmet,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Cloth Merc Armour,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Light Merc Armour,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Mercenary's Greaves (M),400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Mercenary's Greaves (F),400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Merc Gauntlets,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Mercenary's Boots,400,
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gladiator's Helm,8000,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gladiator's Armour,9400,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gladiator's Leg Guards,9400,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gladiator's Wristbands,6000,Master: Mercenary
Life,Al Maajik Spelltown,Al Maajik Merchant Mercenary Life Store,Gladiator's Metal Boots,6200,Master: Mercenary
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Magic Aid,1500,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Magic Spray,2500,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Fire Mana,3000,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Water Mana,3000,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Earth Mana,3000,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Wind Mana,3000,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Novice's Staff,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Oak Staff,1500,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Pine Staff,2500,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Palm Staff,3500,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Sugar Staff,5500,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Mooncrest Staff,12000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Star Staff,15000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Purrfection Staff,18000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Mage's Hood,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Witch's Hood,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Mage's Robe,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Witch's Robe,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Magician's Shoes,400,
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Grinning Hat,18000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Flame Hood,10000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Aqua Hood,10000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Earth Hood,15000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Wind Hood,15000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Flame Robe,12000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Aqua Robe,12000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Earth Robe,17000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Wind Robe,17000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Magic Mittens,20000,Master: Magician
Life,Al Maajik Spelltown,Esmerelda's Magician Life Store,Magic Shoes,13000,Master: Magician
Story,Al Maajik Spelltown,Repository of Forbidden Books,Tool Upgrade Stone,1000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Attack Upgrade Stone,1000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Magic Upgrade Stone,1000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,M. Def. Upgrade Stone,1000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Fire Mana,3000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Water Mana,3000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Earth Mana,3000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Wind Mana,3000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Green Gel,60,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Blue Gel,120,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Yellow Gel,300,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Red Gel,240,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Purple Gel,180,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Black Gel,420,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Rockcrusher Hammer,21000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Gothic Needle,22000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Forbidden Flask,15000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Bone Sword,21000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Demonic Void,34000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Bat Wing Staff,24000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Prisoner's Hat,7200,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Prisoner's Shirt,7200,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Prisoner's Shorts,7200,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Spikeband,18000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Spike Tanktop,22000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Punk Bottoms,7200,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Slash Bangles,12000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Platform Boots,10000,Level: 35
Story,Al Maajik Spelltown,Repository of Forbidden Books,Bat Cape,14000,Level: 35
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Black Bass,180,
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Sandfish,260,
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Electric Eel,480,
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Desert Tuna,600,
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Cave Catfish,700,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Fishmonger,Cactus Fish,1000,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Mutton,40,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Bird Meat,60,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Beef,100,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Dino Meat,500,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Eggs,20,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Royal Eggs,60,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Magic Eggs,400,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Cows' Milk,20,
Al Maajik,Al Maajik Spelltown,Al Maajik Butcher,Extra Creamy Milk,60,
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Sweetcorn,40,
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Pumpkin,40,
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Sweet Potato,40,
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Desert Pear,80,
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Maajik Melon,300,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Grassy Plains Barley,20,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Port Rice,20,Bliss
Al Maajik,Al Maajik Spelltown,Al Maajik Greengrocer,Maajik Beans,20,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Pumpkin Soup,840,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Sultan's Stew,3200,Bliss
Al Maajik,Al Maajik Spelltown,The Spice Rack,Monstrous Sauté,2500,Bliss
Al Maajik,Al Maajik Spelltown,The Spice Rack,Desert Fish Stew,4000,Bliss
Al Maajik,Al Maajik Spelltown,The Spice Rack,Juicy Burger,1200,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Magical Pie,1600,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Magical Omelette,1400,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Pumpkin Quiche,1500,Bliss
Al Maajik,Al Maajik Spelltown,The Spice Rack,Sweet Potato Dessert,480,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Magical Pudding,2400,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Salt,20,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Sugar,20,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Red Peppercorns,100,
